Name,Formula,Category,G. cal mol-1,SD. cal mol-1,S. cal mol-1 °K-1,SD. cal mol-1 °K-1,V. cm3 mol-1,SD. cm3 mol-1,a. cal mol-1 °K-1,SD. cal mol-1 °K-1,b·1000. cal mol-1 °K-1,SD·1000. cal mol-1 °K-1,c·10-5. cal mol-1 °K-1,SD·10-5. cal mol-1 °K-1,,,,,,,,,,Tmax. °K,EactH+,lgKH+,nH+,nFe+++,pH+,qH+,EactH2O,lgKH2O,nO2,pH2O,qH2O,EactOH-,lgKOH-,mOH-,pOH-,qOH-,EactPCO2,logKPCO2,nPCO2,pPCO2,qPCO2,Reaction,References to constants,References to uncertainties,References to kinetics,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HoO2-,Ho(1)O(2)-(1),aq,-229100,,30,,4,,4.7894,,3.9112,,4216,,-2.9406,,-39.5064,,-22.6712,,1.1748,,-1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HoCl+2,Ho(1)Cl(1)+(2),aq,-193100,,-28.4,,4.5,,-0.4168,,-8794,,9.1934,,-2.4154,,22345,,-2172,,1.4867,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HoCl2+,Ho(1)Cl(2)+(1),aq,-224100,,-13.1,,4,,2.6851,,-1.2272,,6.2371,,-2.7282,,17.3007,,-1.5607,,0.7483,,1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HoCl3.aq,Ho(1)Cl(3)+(0),aq,-254900,,-7.8,,3,,6.1565,,7.2496,,2903,,-3.0786,,-8.35,,-7.9841,,-0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HoCl4-,Ho(1)Cl(4)-(1),aq,-285700,,-14,,4,,10.9513,,18.9611,,-1.7081,,-3.5628,,-29.7863,,-21.4419,,1846,,-1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HoH2PO4+2,Ho(1)H(2)P(1)O(4)+(2),aq,-434600,,-33.5,,4.5,,1.4594,,-4.2123,,7393,,-2.6048,,47.5067,,6.3118,,1.5684,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HoNO3+2,Ho(1)N(1)O(3)+(2),aq,-188200,,-42.1,,4.5,,1.1895,,-4.8717,,7.6537,,-2.5775,,38506,,2.7579,,1.7013,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HoF+2,Ho(1)F(1)+(2),aq,-235200,,-17.8,,4.5,,-3.0852,,-15.3064,,11.7462,,-2.1461,,23.2937,,-1.3364,,1.3288,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HoF2+,Ho(1)F(2)+(1),aq,-307400,,-13.5,,4,,-2.84,,-14707,,11.5098,,-2.1709,,23134,,0.4343,,0.7584,,1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HoF3.aq,Ho(1)F(3)+(0),aq,-378300,,-24.2,,3,,-2.6184,,-14.1706,,11309,,-2.1931,,1.6591,,-4.5051,,-0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HoF4-,Ho(1)F(4)-(1),aq,-448500,,-53.7,,4,,-1.2375,,-10.7997,,9986,,-2.3324,,-9.0382,,-16155,,2.4471,,-1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HoSO4+,Ho(1)S(1)O(4)+(1),aq,-344200,,-17,,4,,-1.4371,,-4.2696,,7.4212,,-2.6024,,-18.6528,,-14.2584,,0.8111,,1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K+,K(1)+(1),aq,-67510,12,24.15,0.0239,3,,3559,,-1473,,5435,,-2712,,7.4,956,-1791,,0.1927,,1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,SD(G).,SD(S):,Robie,and,Hemingway.,1995;,SD(c1)<-SD(Cp):,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBr.aq,K(1)Br(1)+(0),aq,-90010,,47.5,,3,,8058,,11897,,1067,,-3.2708,,1.4496,,-4658,,-5,,0,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCl.aq,K(1)Cl(1)+(0),aq,-95430,339,42.25,956,3,,6.9932,,9297,,2.0889,,-3.1633,,0.9522,956,-4.7253,,-38,,0,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,SD(G):,Holland,and,Powell.,2011;,SD(S).,SD(c1)<-SD(Cp):,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHSO4.aq,K(1)H(1)S(1)O(4)+(0),aq,-243400,95.6,55,956,3,,9.1226,,14.4964,,0.0453,,-3.3782,,39.9849,9.56,8723,,-1,,0,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOH.aq,K(1)O(1)H(1)+(0),aq,-104500,313,25.9,956,3,,3.7938,,1.4839,,5.1619,,-2.8402,,-6124,956,-7.2104,,-0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,SD(G):,Holland,and,Powell.,2011;,SD(S).,SD(c1)<-SD(Cp):,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSO4-,K(1)S(1)O(4)-(1),aq,-246640,56.3,35,2.12,4,,5.9408,,6.7274,,3.0989,,-3.0571,,9.9089,,-5.2549,,1.0996,,-1,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,SD(logK),:,Truesdell,and,Hostetler.,1968;,SD(K+).,SD(SO4-2):,Robie,and,Hemingway.,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La+2,La(1)+(2),aq,-77700,,0.7,,4.5,,0.1064,,-7.5128,,8.6835,,-2.4683,,8.7551,,-5.4789,,1.0444,,2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La+3,La(1)+(3),aq,-164000,,-52,,9,,-2788,,-14.3824,,10.9602,,-2.1844,,4.2394,,-10.6122,,2.1572,,3,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaCO3+,La(1)C(1)O(3)+(1),aq,-299900,,-44.2,,4,,-0.8237,,-9.7872,,9.5838,,-2.3743,,-20.0908,,-16.0917,,1.2275,,1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaHCO3+2,La(1)H(1)C(1)O(3)+(2),aq,-307000,,-13.7,,4.5,,0.8988,,-5.5828,,7.9358,,-2.5481,,38.0197,,3.9723,,1.2693,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaCl+2,La(1)Cl(1)+(2),aq,-195800,,-25.7,,4.5,,0.0273,,-7.7112,,8.7724,,-2.4601,,16.8429,,-3.9594,,1.4477,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaCl2+,La(1)Cl(2)+(1),aq,-226700,,-9.6,,4,,3.1785,,-0.0177,,5.7515,,-2.7782,,6.8244,,-5.0483,,0.7003,,1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaCl3.aq,La(1)Cl(3)+(0),aq,-257600,,-3.3,,3,,6.7243,,8.6386,,2.3517,,-3136,,-25.3096,,-13.8787,,-0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaCl4-,La(1)Cl(4)-(1),aq,-288400,,-7.8,,4,,11.5517,,20427,,-2.2839,,-3.6234,,-56.5845,,-30.4508,,1.7506,,-1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaF+2,La(1)F(1)+(2),aq,-236600,,-16.3,,4.5,,-2.6366,,-14.2103,,11.3144,,-2.1914,,17.9127,,-3.1239,,1.3029,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaF2+,La(1)F(2)+(1),aq,-307800,,-12,,4,,-2.3404,,-13.4887,,11.0343,,-2.2213,,12.8261,,-3.0531,,0.7287,,1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaF3.aq,La(1)F(3)+(0),aq,-377900,,-22.3,,3,,-2.0506,,-12.7816,,10.7577,,-2.2505,,-15.3002,,-10.3998,,-0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaF4-,La(1)F(4)-(1),aq,-447500,,-50.4,,4,,-0.6263,,-9306,,9.3958,,-2.3942,,-35.5432,,-25.1639,,2.3834,,-1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaNO3+2,La(1)N(1)O(3)+(2),aq,-191300,,-37.8,,4.5,,1.6239,,-3.8134,,7243,,-2.6213,,32.7363,,0.9705,,1.6332,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaOH+2,La(1)O(1)H(1)+(2),aq,-208900,,-6.6,,4.5,,2.6766,,-1.2486,,6246,,-2.7273,,-0.5065,,-9064,,1.1586,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaO+,La(1)O(1)+(1),aq,-195900,,9.2,,4,,2.7794,,-0.9938,,6.1373,,-2.7378,,-31.7836,,-17.5379,,0.41,,1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaO2H.aq,La(1)O(2)H(1)+(0),aq,-239300,,44,,3,,4.8611,,4.0853,,4.1503,,-2.9478,,-66.8987,,-28334,,-0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaO2-,La(1)O(2)-(1),aq,-221700,,33.8,,4,,4.8931,,4.1637,,4.1178,,-2951,,-44.4914,,-24.2193,,1.1172,,-1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaH2PO4+2,La(1)H(2)P(1)O(4)+(2),aq,-437600,,-30.2,,4.5,,1.8993,,-3.1434,,6.9845,,-2649,,41.8879,,4.5243,,1.5168,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaSO4+,La(1)S(1)O(4)+(1),aq,-346900,,-16,,4,,1.6077,,-3853,,7.2584,,-2.6197,,-27.1374,,-15.0529,,0.7895,,1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Li+,Li(1)+(1),aq,-69933,,2.7,,6,,-0.0237,,-69,,11.58,,-2.7761,,19.2,,-0.24,,0.4862,,1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiCl.aq,Li(1)Cl(1)+(0),aq,-99250,,13.14,,3,,5.5837,,5.8554,,3.4416,,-3021,,17.7136,,1.1006,,-38,,0,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiOH.aq,Li(1)O(1)H(1)+(0),aq,-108000,,1.9,,3,,2.2749,,-2.2242,,6.6181,,-2687,,9.8752,,-1.6493,,-0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lu+3,Lu(1)+(3),aq,-159400,,-63.1,,5,,-3563,,-16.4812,,12.2279,,-2.0977,,9565,,-9716,,2.4554,,3,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lu+4,Lu(1)+(4),aq,27000,,-108,,,,-4.3487,,-18.3921,,12.9608,,-2.0186,,39.9042,,-3.5234,,3.8147,,4,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mg+2,Mg(1)+(2),aq,-108505,71.5,-33,478,8,,-0.8217,,-8599,,8.39,,-2.39,,20.8,,-5892,,1.5372,,2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Robie,and,Hemingway.,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MgCl+,Mg(1)Cl(1)+(1),aq,-139700,208,-19,479,4,,2223,,-2.3505,,6.6669,,-2.6818,,28.6016,,2058,,0.8449,,1,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,SD(G):,Holland,and,Powell.,2011;,SD(Sr)=0;,SD(Mg+2).,SD(Cl-):,Robie,and,Hemingway.,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MgCO3.aq,Mg(1)C(1)O(3)+(0),aq,-238760,106,-24,2.35,3,,-545,,-9113,,9332,,-2402,,-10499,,-8706,,-38,,0,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,SD(Gr).,SD(Sr):,Reardon,and,Langmuir.,1974;,SD(Mg+2).,SD(CO3-2):,Robie,and,Hemingway.,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MgF+,Mg(1)F(1)+(1),aq,-177690,110,-28.07,487,4,,-0.2975,,-8.5049,,9.0858,,-2.4274,,38.0239,,4.9301,,0.9706,,1,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,SD(logK)=0;,SD(Mg+2).,SD(F-):,Robie,and,Hemingway.,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MgHCO3+,Mg(1)H(1)C(1)O(3)+(1),aq,-250200,80,-3,482,4,,3271,,206,,5669,,-2788,,47284,,9.34,,599,,1,,,,,,,,,,,,,,,,,,,,,,,,Shock,and,Koretsky.,1995,SD(logK)=0;,SD(Mg+2).,SD(HCO3-):,Robie,and,Hemingway.,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MgHSiO3+,Mg(1)H(1)Si(1)O(3)+(1),aq,-353025,178,-23.78,1.11,,,0.6289,,-6.2428,,8.1967,,-2.5209,,36.7882,,4.6702,,0.9177,,1,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,SD(logK)=0;,SD(G(SiO2.aq)):,Holland,and,Powell.,2011;,SD(Mg+2).,SD(H2O.aq).,SD(S(H4SiO4.aq)):,Robie,and,Heming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MgOH+,Mg(1)O(1)H(1)+(1),aq,-149255,99.5,-19.1,479,,,2.3105,,-2.1365,,6.5827,,-2.6906,,32.0008,,3.2394,,0.8449,,1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,SD(logK(Tr)),:,Reardon,and,Langmuir.,1976;,SD(Sr)=0;,SD(Mg+2).,SD(H2O.aq):,Robie,and,Hemingway.,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MgSO4.aq,Mg(1)S(1)O(4)+(0),aq,-289477,95.6,-13.5,956,3,,1.9369,,-3.0547,,6.9554,,-2.6526,,-6839,,-7.4589,,-0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,McCollom,and,Shock.,1997,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mn+2,Mn(1)+(2),aq,-55100,59.75,-16.2,0.1195,6,,-0.1015,,-8004,,8.84,,-2448,,16.6672,9.56,-3.8697,,1.4006,,2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,SD(G).,SD(S):,Robie,and,Hemingway.,1995;,SD(c1)<-SD(Cp):,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mn+3,Mn(1)+(3),aq,-20300,59.75,-74,0.1195,5,,-2932,,-14934,,11.6041,,-2.1615,,16.0611,9.56,-8.2492,,2.7025,,3,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Uncertainties,are,taken,the,same,like,in,Mn+2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MnCl+,Mn(1)Cl(1)+(1),aq,-86290,60.9,12,122,4,,2.8119,,-0.9126,,6.1017,,-2.7412,,24.2838,,2.0824,,0.3686,,1,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,SD(logK=0);,SD(Mn+2).,SD(Cl-):,Robie,and,Hamingway.,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MnF+,Mn(1)F(1)+(1),aq,-123641,102.7,-13.3,153,4,,0.3136,,-7.0128,,8.4994,,-2489,,30284,,2.9518,,0.7483,,1,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,SD(logK=0);,SD(Mn+2).,SD(F-):,Robie,and,Hamingway.,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MnO.aq,Mn(1)O(1)+(0),aq,-81500,60.9,-2.5,0.12,,,-0.0376,,-7.8656,,8.8229,,-2.4537,,-1.5528,,-5.6215,,-0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,SD(logK=0);,SD(Mn+2).,SD(H2O.aq):,Robie,and,Hamingway.,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MnO2-2,Mn(1)O(2)-(2),aq,-102600,64.4,-15.2,122,,,1.1489,,-4.9713,,7.6937,,-2.5734,,-4.0375,,-17.5991,,3.4408,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,SD(logK=0);,SD(Mn+2).,SD(H2O.aq):,Robie,and,Hamingway.,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MnO4-,Mn(1)O(4)-(1),aq,-107600,956,46.5,956,4,,7.8248,,11.3277,,1.2912,,-3.2472,,13.6317,956,-3.4012,,0.9248,,-1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MnO4-2,Mn(1)O(4)-(2),aq,-120400,956,15.5,9.56,4,,5.6596,,6.0368,,3.3786,,-3.0285,,-5291,,-16.5602,,2.9803,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MnOH+,Mn(1)O(1)H(1)+(1),aq,-97300,956,0.3,9.56,4,,0.3213,,-6.9901,,8.4821,,-2.4899,,16.2994,,-1.2623,,0.5464,,1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MnSO4.aq,Mn(1)S(1)O(4)+(0),aq,-235640,203,5,594,3,,2.1354,,-2.5645,,6751,,-2.6729,,-6.2564,,-7.2308,,-38,,0,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,SD(Gr).,SD(Sr),:,Nair,and,Nancollas.,1959;,SD(Mn+2).,SD(SO4-2):,Robie,and,Hemingway.,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMnO2-,H(1)Mn(1)O(2)-(1),aq,-121000,64.4,-9.1,122,,,1.0354,,-5248,,7.8003,,-2.5619,,20.5255,,-3.7067,,1.7685,,-1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,SD(logK)=0;,SD(Mn+2).,SD(H2O.aq):,Robie,and,Hemingway.,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoO4-2,Mo(1)O(4)-(2),aq,-200400,,9,,4.5,,6.9651,,2.7095,,18.6617,,-2.8909,,6.6829,,-12.7102,,3.0777,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMoO4-,H(1)Mo(1)O(4)-(1),aq,-206400,,32.5,,,,7732,,11.0966,,1.3908,,-3.2376,,33393,,2.7912,,1.1359,,-1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N2.aq,N(2)+(0),aq,4347,956,22.9,956,3,,6.2046,,7.3685,,2.8539,,-3.0836,,35.7911,,8.3726,,-0.3468,,0,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1989,Uncertainties,are,taken,the,same,like,in,H2.aq,and,they,are,typical,in,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH3.aq,N(1)H(3)+(0),aq,-6383,37.06,25.77,0.1108,3,,7.4092,2.5478,0,7.2794,-15.7744,19533,1195,5.4595,20.7935,1.2132,-1912,0.7279,-0.1554,0.8493,0,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1989;,Plyasunov,and,Shock.,2001,SD(G).,SD(S):,Guillaumont,et,al..,2004;,SD(a1).,SD(a2).,SD(a3).,SD(a4).,SD(c1).,SD(c2).,SD(w):,Plyasunov,and,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH4+,N(1)H(4)+(1),aq,-18990,35.85,26.57,0.0478,2.5,,3.8763,,2.3448,,8.5605,,-2.8759,,17.45,956,-21,,0.1502,,1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,SD(G).,SD(S):,Robie,and,Hemingway.,1995;,SD(c1)<-SD(Cp):,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO2-,N(1)O(2)-(1),aq,-7700,956,29.4,956,3,,5.5864,,5859,,3.4472,,-3.0212,,3426,956,-7.7808,,1.1847,,-1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO3-,N(1)O(3)-(1),aq,-26507,47.8,35.12,0.0478,3,,7.3161,,6.7824,,-4.6838,,-3.0594,,7.7,956,-6725,,1.0977,,-1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,SD(G).,SD(S):,Robie,and,Hemingway.,1995;,SD(c1)<-SD(Cp):,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNO2.aq,H(1)N(1)O(2)+(0),aq,-12100,956,32.4,956,3,,5.9151,,6659,,3.1378,,-3.0542,,8705,,-1.6697,,-0.1507,,0,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNO3.aq,H(1)N(1)O(3)+(0),aq,-24730,95.6,42.7,0.0956,3,,7.1623,,9.7063,,1.9367,,-3.1802,,13.8907,0.0956,632,,-0.3066,,0,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Wagman,et,al..,1982;,SD(c1)<-SD(Cp):,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Na+,Na(1)+(1),aq,-62591,12,13.96,0.01795,4,,1839,,-2285,,3256,,-2726,,18.18,956,-2981,,0.3306,,1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,SD(G).,SD(S):,Robie,and,Hemingway.,1995;,SD(c1)<-SD(Cp):,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
